"country_of_origin" "count" "highest_score" "lowest_score" "mean_score" "long" "lat" "group" "order" "subregion"
"2338" "China" 16 87.25 78 82.9275 120.479103088379 40.23095703125 31 2368 NA
"2339" "China" 16 87.25 78 82.9275 120.368942260742 40.203857421875 31 2369 NA
"2340" "China" 16 87.25 78 82.9275 119.850395202637 39.9874534606934 31 2370 NA
"2341" "China" 16 87.25 78 82.9275 119.591110229492 39.9026374816895 31 2371 NA
"2342" "China" 16 87.25 78 82.9275 119.391120910645 39.7524909973145 31 2372 NA
"2343" "China" 16 87.25 78 82.9275 119.322364807129 39.66162109375 31 2373 NA
"2344" "China" 16 87.25 78 82.9275 119.261329650879 39.5608901977539 31 2374 NA
"2345" "China" 16 87.25 78 82.9275 119.224609375 39.4080581665039 31 2375 NA
"2346" "China" 16 87.25 78 82.9275 119.040145874023 39.2223663330078 31 2376 NA
"2347" "China" 16 87.25 78 82.9275 118.976951599121 39.1825675964355 31 2377 NA
"2348" "China" 16 87.25 78 82.9275 118.912307739258 39.1664047241211 31 2378 NA
"2349" "China" 16 87.25 78 82.9275 118.826469421387 39.172119140625 31 2379 NA
"2350" "China" 16 87.25 78 82.9275 118.75244140625 39.1604957580566 31 2380 NA
"2351" "China" 16 87.25 78 82.9275 118.626373291016 39.1768569946289 31 2381 NA
"2352" "China" 16 87.25 78 82.9275 118.471969604492 39.1180152893066 31 2382 NA
"2353" "China" 16 87.25 78 82.9275 118.2978515625 39.0670890808105 31 2383 NA
"2354" "China" 16 87.25 78 82.9275 118.147850036621 39.195068359375 31 2384 NA
"2355" "China" 16 87.25 78 82.9275 118.040916442871 39.2267570495605 31 2385 NA
"2356" "China" 16 87.25 78 82.9275 117.86572265625 39.1912612915039 31 2386 NA
"2357" "China" 16 87.25 78 82.9275 117.784675598145 39.1344757080078 31 2387 NA
"2358" "China" 16 87.25 78 82.9275 117.616706848145 38.8528823852539 31 2388 NA
"2359" "China" 16 87.25 78 82.9275 117.553810119629 38.6914558410645 31 2389 NA
"2360" "China" 16 87.25 78 82.9275 117.557815551758 38.6251449584961 31 2390 NA
"2361" "China" 16 87.25 78 82.9275 117.656059265137 38.4242210388184 31 2391 NA
"2362" "China" 16 87.25 78 82.9275 117.766693115234 38.3116683959961 31 2392 NA
"2363" "China" 16 87.25 78 82.9275 118.014945983887 38.1833992004395 31 2393 NA
"2364" "China" 16 87.25 78 82.9275 118.543258666992 38.0949211120605 31 2394 NA
"2365" "China" 16 87.25 78 82.9275 118.667091369629 38.1263694763184 31 2395 NA
"2366" "China" 16 87.25 78 82.9275 118.799995422363 38.1266593933105 31 2396 NA
"2367" "China" 16 87.25 78 82.9275 118.940040588379 38.0427742004395 31 2397 NA
"2368" "China" 16 87.25 78 82.9275 119.027534484863 37.9040031433105 31 2398 NA
"2369" "China" 16 87.25 78 82.9275 119.035652160645 37.8091773986816 31 2399 NA
"2370" "China" 16 87.25 78 82.9275 119.038475036621 37.7765121459961 31 2400 NA
"2371" "China" 16 87.25 78 82.9275 119.070320129395 37.7485847473145 31 2401 NA
"2372" "China" 16 87.25 78 82.9275 119.089157104492 37.7007331848145 31 2402 NA
"2373" "China" 16 87.25 78 82.9275 119.033493041992 37.6610336303711 31 2403 NA
"2374" "China" 16 87.25 78 82.9275 118.990814208984 37.641357421875 31 2404 NA
"2375" "China" 16 87.25 78 82.9275 118.954887390137 37.4940910339355 31 2405 NA
"2376" "China" 16 87.25 78 82.9275 118.95263671875 37.3311538696289 31 2406 NA
"2377" "China" 16 87.25 78 82.9275 118.998153686523 37.277099609375 31 2407 NA
"2378" "China" 16 87.25 78 82.9275 119.11181640625 37.201171875 31 2408 NA
"2379" "China" 16 87.25 78 82.9275 119.287399291992 37.1382827758789 31 2409 NA
"2380" "China" 16 87.25 78 82.9275 119.449897766113 37.124755859375 31 2410 NA
"2381" "China" 16 87.25 78 82.9275 119.760551452637 37.1550788879395 31 2411 NA
"2382" "China" 16 87.25 78 82.9275 119.887496948242 37.2533683776855 31 2412 NA
"2383" "China" 16 87.25 78 82.9275 119.879981994629 37.2957992553711 31 2413 NA
"2384" "China" 16 87.25 78 82.9275 119.882904052734 37.350830078125 31 2414 NA
"2385" "China" 16 87.25 78 82.9275 120.155853271484 37.4950218200684 31 2415 NA
"2386" "China" 16 87.25 78 82.9275 120.311531066895 37.6227035522461 31 2416 NA
"2387" "China" 16 87.25 78 82.9275 120.287101745605 37.656494140625 31 2417 NA
"2388" "China" 16 87.25 78 82.9275 120.257225036621 37.6790046691895 31 2418 NA
"2389" "China" 16 87.25 78 82.9275 120.284675598145 37.6920890808105 31 2419 NA
"2390" "China" 16 87.25 78 82.9275 120.3701171875 37.7010269165039 31 2420 NA
"2391" "China" 16 87.25 78 82.9275 120.75 37.8339347839355 31 2421 NA
"2392" "China" 16 87.25 78 82.9275 121.049026489258 37.7251930236816 31 2422 NA
"2393" "China" 16 87.25 78 82.9275 121.219535827637 37.6001472473145 31 2423 NA
"2394" "China" 16 87.25 78 82.9275 121.388092041016 37.5789566040039 31 2424 NA
"2395" "China" 16 87.25 78 82.9275 121.505264282227 37.5150375366211 31 2425 NA
"2396" "China" 16 87.25 78 82.9275 121.640235900879 37.4603500366211 31 2426 NA
"2397" "China" 16 87.25 78 82.9275 121.816413879395 37.4566421508789 31 2427 NA
"2398" "China" 16 87.25 78 82.9275 121.96484375 37.4453125 31 2428 NA
"2399" "China" 16 87.25 78 82.9275 122.010154724121 37.4957504272461 31 2429 NA
"2400" "China" 16 87.25 78 82.9275 122.056640625 37.5289039611816 31 2430 NA
"2401" "China" 16 87.25 78 82.9275 122.109573364258 37.5223121643066 31 2431 NA
"2402" "China" 16 87.25 78 82.9275 122.169136047363 37.4561538696289 31 2432 NA
"2403" "China" 16 87.25 78 82.9275 122.337692260742 37.4052734375 31 2433 NA
"2404" "China" 16 87.25 78 82.9275 122.493270874023 37.407958984375 31 2434 NA
"2405" "China" 16 87.25 78 82.9275 122.602348327637 37.4264183044434 31 2435 NA
"2406" "China" 16 87.25 78 82.9275 122.666984558105 37.40283203125 31 2436 NA
"2407" "China" 16 87.25 78 82.9275 122.573348999023 37.3179206848145 31 2437 NA
"2408" "China" 16 87.25 78 82.9275 122.587303161621 37.1811027526855 31 2438 NA
"2409" "China" 16 87.25 78 82.9275 122.515518188477 37.1378440856934 31 2439 NA
"2410" "China" 16 87.25 78 82.9275 122.446685791016 37.068115234375 31 2440 NA
"2411" "China" 16 87.25 78 82.9275 122.487411499023 37.0222663879395 31 2441 NA
"2412" "China" 16 87.25 78 82.9275 122.523445129395 37.0026359558105 31 2442 NA
"2413" "China" 16 87.25 78 82.9275 122.519729614258 36.9468269348145 31 2443 NA
"2414" "China" 16 87.25 78 82.9275 122.457023620605 36.9151382446289 31 2444 NA
"2415" "China" 16 87.25 78 82.9275 122.340911865234 36.8322257995605 31 2445 NA
"2416" "China" 16 87.25 78 82.9275 122.274223327637 36.8338356018066 31 2446 NA
"2417" "China" 16 87.25 78 82.9275 122.242286682129 36.849853515625 31 2447 NA
"2418" "China" 16 87.25 78 82.9275 122.219734191895 36.8795433044434 31 2448 NA
"2419" "China" 16 87.25 78 82.9275 122.203216552734 36.9272003173828 31 2449 NA
"2420" "China" 16 87.25 78 82.9275 122.162399291992 36.9586410522461 31 2450 NA
"2421" "China" 16 87.25 78 82.9275 122.049507141113 36.9707527160645 31 2451 NA
"2422" "China" 16 87.25 78 82.9275 121.932716369629 36.95947265625 31 2452 NA
"2423" "China" 16 87.25 78 82.9275 121.669631958008 36.8363800048828 31 2453 NA
"2424" "China" 16 87.25 78 82.9275 121.4130859375 36.7383804321289 31 2454 NA
"2425" "China" 16 87.25 78 82.9275 121.14404296875 36.6604499816895 31 2455 NA
"2426" "China" 16 87.25 78 82.9275 121.053802490234 36.6113777160645 31 2456 NA
"2427" "China" 16 87.25 78 82.9275 120.989944458008 36.5979499816895 31 2457 NA
"2428" "China" 16 87.25 78 82.9275 120.878517150879 36.6351585388184 31 2458 NA
"2429" "China" 16 87.25 78 82.9275 120.810844421387 36.6328125 31 2459 NA
"2430" "China" 16 87.25 78 82.9275 120.796676635742 36.6072235107422 31 2460 NA
"2431" "China" 16 87.25 78 82.9275 120.882614135742 36.5389175415039 31 2461 NA
"2432" "China" 16 87.25 78 82.9275 120.904975891113 36.4853019714355 31 2462 NA
"2433" "China" 16 87.25 78 82.9275 120.895797729492 36.4441413879395 31 2463 NA
"2434" "China" 16 87.25 78 82.9275 120.847068786621 36.4260749816895 31 2464 NA
"2435" "China" 16 87.25 78 82.9275 120.776168823242 36.456298828125 31 2465 NA
"2436" "China" 16 87.25 78 82.9275 120.711517333984 36.4132804870605 31 2466 NA
"2437" "China" 16 87.25 78 82.9275 120.682228088379 36.3407211303711 31 2467 NA
"2438" "China" 16 87.25 78 82.9275 120.680961608887 36.1683578491211 31 2468 NA
"2439" "China" 16 87.25 78 82.9275 120.637886047363 36.1299324035645 31 2469 NA
"2440" "China" 16 87.25 78 82.9275 120.519332885742 36.1086883544922 31 2470 NA
"2441" "China" 16 87.25 78 82.9275 120.39306640625 36.0538558959961 31 2471 NA
"2442" "China" 16 87.25 78 82.9275 120.348243713379 36.0792007446289 31 2472 NA
"2443" "China" 16 87.25 78 82.9275 120.330268859863 36.110107421875 31 2473 NA
"2444" "China" 16 87.25 78 82.9275 120.343452453613 36.189453125 31 2474 NA
"2445" "China" 16 87.25 78 82.9275 120.327728271484 36.2281723022461 31 2475 NA
"2446" "China" 16 87.25 78 82.9275 120.270126342773 36.2261734008789 31 2476 NA
"2447" "China" 16 87.25 78 82.9275 120.183296203613 36.2024421691895 31 2477 NA
"2448" "China" 16 87.25 78 82.9275 120.116989135742 36.1502914428711 31 2478 NA
"2449" "China" 16 87.25 78 82.9275 120.094139099121 36.118896484375 31 2479 NA
"2450" "China" 16 87.25 78 82.9275 120.181442260742 36.0174789428711 31 2480 NA
"2451" "China" 16 87.25 78 82.9275 120.264739990234 36.0072288513184 31 2481 NA
"2452" "China" 16 87.25 78 82.9275 120.284767150879 35.9844245910645 31 2482 NA
"2453" "China" 16 87.25 78 82.9275 120.219047546387 35.9349136352539 31 2483 NA
"2454" "China" 16 87.25 78 82.9275 120.0546875 35.8611335754395 31 2484 NA
"2455" "China" 16 87.25 78 82.9275 120.027450561523 35.7993659973145 31 2485 NA
"2456" "China" 16 87.25 78 82.9275 119.978706359863 35.740234375 31 2486 NA
"2457" "China" 16 87.25 78 82.9275 119.911712646484 35.6932144165039 31 2487 NA
"2458" "China" 16 87.25 78 82.9275 119.8662109375 35.6436538696289 31 2488 NA
"2459" "China" 16 87.25 78 82.9275 119.810546875 35.6177253723145 31 2489 NA
"2460" "China" 16 87.25 78 82.9275 119.719734191895 35.5887222290039 31 2490 NA
"2461" "China" 16 87.25 78 82.9275 119.6083984375 35.4698715209961 31 2491 NA
"2462" "China" 16 87.25 78 82.9275 119.526466369629 35.3585968017578 31 2492 NA
"2463" "China" 16 87.25 78 82.9275 119.429679870605 35.3014144897461 31 2493 NA
"2464" "China" 16 87.25 78 82.9275 119.352828979492 35.1138191223145 31 2494 NA
"2465" "China" 16 87.25 78 82.9275 119.215812683105 35.0117683410645 31 2495 NA
"2466" "China" 16 87.25 78 82.9275 119.165328979492 34.8488273620605 31 2496 NA
"2467" "China" 16 87.25 78 82.9275 119.200981140137 34.7484359741211 31 2497 NA
"2468" "China" 16 87.25 78 82.9275 119.351364135742 34.7494125366211 31 2498 NA
"2469" "China" 16 87.25 78 82.9275 119.4267578125 34.7141609191895 31 2499 NA
"2470" "China" 16 87.25 78 82.9275 119.582908630371 34.5822296142578 31 2500 NA
"2471" "China" 16 87.25 78 82.9275 119.769729614258 34.4961929321289 31 2501 NA
"2472" "China" 16 87.25 78 82.9275 119.963668823242 34.4478034973145 31 2502 NA
"2473" "China" 16 87.25 78 82.9275 120.201469421387 34.32568359375 31 2503 NA
"2474" "China" 16 87.25 78 82.9275 120.266693115234 34.2740211486816 31 2504 NA
"2475" "China" 16 87.25 78 82.9275 120.322662353516 34.1689949035645 31 2505 NA
"2476" "China" 16 87.25 78 82.9275 120.425689697266 33.8663063049316 31 2506 NA
"2477" "China" 16 87.25 78 82.9275 120.499809265137 33.7164535522461 31 2507 NA
"2478" "China" 16 87.25 78 82.9275 120.504783630371 33.63818359375 31 2508 NA
"2479" "China" 16 87.25 78 82.9275 120.615623474121 33.4905281066895 31 2509 NA
"2480" "China" 16 87.25 78 82.9275 120.734466552734 33.2366218566895 31 2510 NA
"2481" "China" 16 87.25 78 82.9275 120.871101379395 33.0165023803711 31 2511 NA
"2482" "China" 16 87.25 78 82.9275 120.897369384766 32.8432121276855 31 2512 NA
"2483" "China" 16 87.25 78 82.9275 120.85302734375 32.7641105651855 31 2513 NA
"2484" "China" 16 87.25 78 82.9275 120.853218078613 32.661376953125 31 2514 NA
"2485" "China" 16 87.25 78 82.9275 120.989944458008 32.5670433044434 31 2515 NA
"2486" "China" 16 87.25 78 82.9275 121.293357849121 32.4573249816895 31 2516 NA
"2487" "China" 16 87.25 78 82.9275 121.341697692871 32.425048828125 31 2517 NA
"2488" "China" 16 87.25 78 82.9275 121.400970458984 32.3719253540039 31 2518 NA
"2489" "China" 16 87.25 78 82.9275 121.403907775879 32.2062492370605 31 2519 NA
"2490" "China" 16 87.25 78 82.9275 121.450775146484 32.1533203125 31 2520 NA
"2491" "China" 16 87.25 78 82.9275 121.490531921387 32.12109375 31 2521 NA
"2492" "China" 16 87.25 78 82.9275 121.674217224121 32.051025390625 31 2522 NA
"2493" "China" 16 87.25 78 82.9275 121.751075744629 31.9928722381592 31 2523 NA
"2494" "China" 16 87.25 78 82.9275 121.832420349121 31.8997573852539 31 2524 NA
"2495" "China" 16 87.25 78 82.9275 121.856353759766 31.8164558410645 31 2525 NA
"2496" "China" 16 87.25 78 82.9275 121.866310119629 31.7035617828369 31 2526 NA
"2497" "China" 16 87.25 78 82.9275 121.763572692871 31.6995124816895 31 2527 NA
"2498" "China" 16 87.25 78 82.9275 121.680854797363 31.712158203125 31 2528 NA
"2499" "China" 16 87.25 78 82.9275 121.351959228516 31.8587894439697 31 2529 NA
"2500" "China" 16 87.25 78 82.9275 121.266403198242 31.8626956939697 31 2530 NA
"2501" "China" 16 87.25 78 82.9275 121.145797729492 31.8423347473145 31 2531 NA
"2502" "China" 16 87.25 78 82.9275 120.973541259766 31.8693866729736 31 2532 NA
"2503" "China" 16 87.25 78 82.9275 120.791702270508 32.03173828125 31 2533 NA
"2504" "China" 16 87.25 78 82.9275 120.660552978516 32.0810546875 31 2534 NA
"2505" "China" 16 87.25 78 82.9275 120.520118713379 32.1058616638184 31 2535 NA
"2506" "China" 16 87.25 78 82.9275 120.184074401855 31.9661636352539 31 2536 NA
"2507" "China" 16 87.25 78 82.9275 120.098724365234 31.9759788513184 31 2537 NA
"2508" "China" 16 87.25 78 82.9275 120.073921203613 31.9602546691895 31 2538 NA
"2509" "China" 16 87.25 78 82.9275 120.035942077637 31.9362773895264 31 2539 NA
"2510" "China" 16 87.25 78 82.9275 120.191604614258 31.9063472747803 31 2540 NA
"2511" "China" 16 87.25 78 82.9275 120.347457885742 31.9520988464355 31 2541 NA
"2512" "China" 16 87.25 78 82.9275 120.497169494629 32.0198249816895 31 2542 NA
"2513" "China" 16 87.25 78 82.9275 120.715530395508 31.9837398529053 31 2543 NA
"2514" "China" 16 87.25 78 82.9275 120.752243041992 31.9228534698486 31 2544 NA
"2515" "China" 16 87.25 78 82.9275 120.787796020508 31.8197746276855 31 2545 NA
"2516" "China" 16 87.25 78 82.9275 120.9375 31.7501964569092 31 2546 NA
"2517" "China" 16 87.25 78 82.9275 121.055374145508 31.7194328308105 31 2547 NA
"2518" "China" 16 87.25 78 82.9275 121.204879760742 31.6280746459961 31 2548 NA
"2519" "China" 16 87.25 78 82.9275 121.350975036621 31.4853515625 31 2549 NA
"2520" "China" 16 87.25 78 82.9275 121.66064453125 31.3197269439697 31 2550 NA
"2521" "China" 16 87.25 78 82.9275 121.785934448242 31.1628913879395 31 2551 NA
"2522" "China" 16 87.25 78 82.9275 121.83447265625 31.0616207122803 31 2552 NA
"2523" "China" 16 87.25 78 82.9275 121.877937316895 30.9169921875 31 2553 NA
"2524" "China" 16 87.25 78 82.9275 121.769432067871 30.870361328125 31 2554 NA
"2525" "China" 16 87.25 78 82.9275 121.675186157227 30.86376953125 31 2555 NA
"2526" "China" 16 87.25 78 82.9275 121.527534484863 30.8409671783447 31 2556 NA
"2527" "China" 16 87.25 78 82.9275 121.4189453125 30.7897968292236 31 2557 NA
"2528" "China" 16 87.25 78 82.9275 121.309967041016 30.6997051239014 31 2558 NA
"2529" "China" 16 87.25 78 82.9275 120.997665405273 30.5582523345947 31 2559 NA
"2530" "China" 16 87.25 78 82.9275 120.938278198242 30.4697265625 31 2560 NA
"2531" "China" 16 87.25 78 82.9275 120.8974609375 30.3926277160645 31 2561 NA
"2532" "China" 16 87.25 78 82.9275 120.821487426758 30.3546371459961 31 2562 NA
"2533" "China" 16 87.25 78 82.9275 120.629981994629 30.390869140625 31 2563 NA
"2534" "China" 16 87.25 78 82.9275 120.449798583984 30.3878421783447 31 2564 NA
"2535" "China" 16 87.25 78 82.9275 120.245506286621 30.2835464477539 31 2565 NA
"2536" "China" 16 87.25 78 82.9275 120.194625854492 30.2413082122803 31 2566 NA
"2537" "China" 16 87.25 78 82.9275 120.228515625 30.2495632171631 31 2567 NA
"2538" "China" 16 87.25 78 82.9275 120.260551452637 30.2630386352539 31 2568 NA
"2539" "China" 16 87.25 78 82.9275 120.3525390625 30.2474117279053 31 2569 NA
"2540" "China" 16 87.25 78 82.9275 120.494537353516 30.3030776977539 31 2570 NA
"2541" "China" 16 87.25 78 82.9275 120.633392333984 30.1331558227539 31 2571 NA
"2542" "China" 16 87.25 78 82.9275 120.904495239258 30.1606426239014 31 2572 NA
"2543" "China" 16 87.25 78 82.9275 121.159370422363 30.3017578125 31 2573 NA
"2544" "China" 16 87.25 78 82.9275 121.258003234863 30.3041019439697 31 2574 NA
"2545" "China" 16 87.25 78 82.9275 121.340621948242 30.2823715209961 31 2575 NA
"2546" "China" 16 87.25 78 82.9275 121.432716369629 30.2266597747803 31 2576 NA
"2547" "China" 16 87.25 78 82.9275 121.677932739258 29.9791011810303 31 2577 NA
"2548" "China" 16 87.25 78 82.9275 121.812301635742 29.9521484375 31 2578 NA
"2549" "China" 16 87.25 78 82.9275 121.9443359375 29.8940925598145 31 2579 NA
"2550" "China" 16 87.25 78 82.9275 122.017288208008 29.8876953125 31 2580 NA
"2551" "China" 16 87.25 78 82.9275 122.082908630371 29.870361328125 31 2581 NA
"2552" "China" 16 87.25 78 82.9275 121.90576171875 29.7796859741211 31 2582 NA
"2553" "China" 16 87.25 78 82.9275 121.676567077637 29.5837898254395 31 2583 NA
"2554" "China" 16 87.25 78 82.9275 121.574607849121 29.5370121002197 31 2584 NA
"2555" "China" 16 87.25 78 82.9275 121.506248474121 29.4845714569092 31 2585 NA
"2556" "China" 16 87.25 78 82.9275 121.690437316895 29.510986328125 31 2586 NA
"2557" "China" 16 87.25 78 82.9275 121.821876525879 29.6046390533447 31 2587 NA
"2558" "China" 16 87.25 78 82.9275 121.887992858887 29.6277828216553 31 2588 NA
"2559" "China" 16 87.25 78 82.9275 121.941207885742 29.6059093475342 31 2589 NA
"2560" "China" 16 87.25 78 82.9275 121.968353271484 29.4906253814697 31 2590 NA
"2561" "China" 16 87.25 78 82.9275 121.917770385742 29.1350078582764 31 2591 NA
"2562" "China" 16 87.25 78 82.9275 121.853507995605 29.12890625 31 2592 NA
"2563" "China" 16 87.25 78 82.9275 121.790824890137 29.2256832122803 31 2593 NA
"2564" "China" 16 87.25 78 82.9275 121.717483520508 29.25634765625 31 2594 NA
"2565" "China" 16 87.25 78 82.9275 121.655952453613 29.2361335754395 31 2595 NA
"2566" "China" 16 87.25 78 82.9275 121.53369140625 29.2367172241211 31 2596 NA
"2567" "China" 16 87.25 78 82.9275 121.487113952637 29.1931648254395 31 2597 NA
"2568" "China" 16 87.25 78 82.9275 121.447662353516 29.13134765625 31 2598 NA
"2569" "China" 16 87.25 78 82.9275 121.520896911621 29.1184558868408 31 2599 NA
"2570" "China" 16 87.25 78 82.9275 121.664947509766 29.0105972290039 31 2600 NA
"2571" "China" 16 87.25 78 82.9275 121.679679870605 28.953125 31 2601 NA
"2572" "China" 16 87.25 78 82.9275 121.641014099121 28.9159164428711 31 2602 NA
"2573" "China" 16 87.25 78 82.9275 121.540031433105 28.931884765625 31 2603 NA
"2574" "China" 16 87.25 78 82.9275 121.662498474121 28.8514156341553 31 2604 NA
"2575" "China" 16 87.25 78 82.9275 121.630081176758 28.7679195404053 31 2605 NA
"2576" "China" 16 87.25 78 82.9275 121.59033203125 28.7348136901855 31 2606 NA
"2577" "China" 16 87.25 78 82.9275 121.519149780273 28.7136707305908 31 2607 NA
"2578" "China" 16 87.25 78 82.9275 121.475204467773 28.6414070129395 31 2608 NA
"2579" "China" 16 87.25 78 82.9275 121.538078308105 28.5210933685303 31 2609 NA
"2580" "China" 16 87.25 78 82.9275 121.60205078125 28.3666019439697 31 2610 NA
"2581" "China" 16 87.25 78 82.9275 121.609962463379 28.2921390533447 31 2611 NA
"2582" "China" 16 87.25 78 82.9275 121.509963989258 28.3242683410645 31 2612 NA
"2583" "China" 16 87.25 78 82.9275 121.354591369629 28.2298812866211 31 2613 NA
"2584" "China" 16 87.25 78 82.9275 121.272262573242 28.2221202850342 31 2614 NA
"2585" "China" 16 87.25 78 82.9275 121.216804504395 28.34619140625 31 2615 NA
"2586" "China" 16 87.25 78 82.9275 121.145698547363 28.32666015625 31 2616 NA
"2587" "China" 16 87.25 78 82.9275 121.098434448242 28.29052734375 31 2617 NA
"2588" "China" 16 87.25 78 82.9275 121.035446166992 28.1572761535645 31 2618 NA
"2589" "China" 16 87.25 78 82.9275 120.958595275879 28.0370121002197 31 2619 NA
"2590" "China" 16 87.25 78 82.9275 120.892478942871 28.00390625 31 2620 NA
"2591" "China" 16 87.25 78 82.9275 120.81298828125 28.0133781433105 31 2621 NA
"2592" "China" 16 87.25 78 82.9275 120.747665405273 28.0099601745605 31 2622 NA
"2593" "China" 16 87.25 78 82.9275 120.763481140137 27.9774417877197 31 2623 NA
"2594" "China" 16 87.25 78 82.9275 120.833015441895 27.9377918243408 31 2624 NA
"2595" "China" 16 87.25 78 82.9275 120.833015441895 27.8914546966553 31 2625 NA
"2596" "China" 16 87.25 78 82.9275 120.685150146484 27.7445793151855 31 2626 NA
"2597" "China" 16 87.25 78 82.9275 120.661331176758 27.6878890991211 31 2627 NA
"2598" "China" 16 87.25 78 82.9275 120.664840698242 27.6394538879395 31 2628 NA
"2599" "China" 16 87.25 78 82.9275 120.587493896484 27.5807609558105 31 2629 NA
"2600" "China" 16 87.25 78 82.9275 120.629104614258 27.4821281433105 31 2630 NA
"2601" "China" 16 87.25 78 82.9275 120.607521057129 27.4124031066895 31 2631 NA
"2602" "China" 16 87.25 78 82.9275 120.539848327637 27.318359375 31 2632 NA
"2603" "China" 16 87.25 78 82.9275 120.468650817871 27.2562484741211 31 2633 NA
"2604" "China" 16 87.25 78 82.9275 120.384567260742 27.155517578125 31 2634 NA
"2605" "China" 16 87.25 78 82.9275 120.278717041016 27.0970687866211 31 2635 NA
"2606" "China" 16 87.25 78 82.9275 120.138572692871 26.8861331939697 31 2636 NA
"2607" "China" 16 87.25 78 82.9275 120.097457885742 26.7806644439697 31 2637 NA
"2608" "China" 16 87.25 78 82.9275 120.086715698242 26.6715812683105 31 2638 NA
"2609" "China" 16 87.25 78 82.9275 120.04296875 26.6338386535645 31 2639 NA
"2610" "China" 16 87.25 78 82.9275 119.967781066895 26.5863761901855 31 2640 NA
"2611" "China" 16 87.25 78 82.9275 119.882225036621 26.6104488372803 31 2641 NA
"2612" "China" 16 87.25 78 82.9275 119.879493713379 26.6830081939697 31 2642 NA
"2613" "China" 16 87.25 78 82.9275 119.842376708984 26.6893081665039 31 2643 NA
"2614" "China" 16 87.25 78 82.9275 119.821281433105 26.7369136810303 31 2644 NA
"2615" "China" 16 87.25 78 82.9275 119.815139770508 26.797607421875 31 2645 NA
"2616" "China" 16 87.25 78 82.9275 119.82421875 26.8463859558105 31 2646 NA
"2617" "China" 16 87.25 78 82.9275 119.788681030273 26.8314952850342 31 2647 NA
"2618" "China" 16 87.25 78 82.9275 119.766700744629 26.7747077941895 31 2648 NA
"2619" "China" 16 87.25 78 82.9275 119.710441589355 26.7286624908447 31 2649 NA
"2620" "China" 16 87.25 78 82.9275 119.651565551758 26.7472648620605 31 2650 NA
"2621" "China" 16 87.25 78 82.9275 119.588180541992 26.7849617004395 31 2651 NA
"2622" "China" 16 87.25 78 82.9275 119.589942932129 26.73046875 31 2652 NA
"2623" "China" 16 87.25 78 82.9275 119.623634338379 26.6758785247803 31 2653 NA
"2624" "China" 16 87.25 78 82.9275 119.63818359375 26.6211910247803 31 2654 NA
"2625" "China" 16 87.25 78 82.9275 119.725975036621 26.6094226837158 31 2655 NA
"2626" "China" 16 87.25 78 82.9275 119.784767150879 26.5466289520264 31 2656 NA
"2627" "China" 16 87.25 78 82.9275 119.831146240234 26.4501953125 31 2657 NA
"2628" "China" 16 87.25 78 82.9275 119.840324401855 26.4141597747803 31 2658 NA
"2629" "China" 16 87.25 78 82.9275 119.876457214355 26.3709468841553 31 2659 NA
"2630" "China" 16 87.25 78 82.9275 119.881050109863 26.3341808319092 31 2660 NA
"2631" "China" 16 87.25 78 82.9275 119.797271728516 26.3001480102539 31 2661 NA
"2632" "China" 16 87.25 78 82.9275 119.692672729492 26.2364253997803 31 2662 NA
"2633" "China" 16 87.25 78 82.9275 119.567092895508 26.1273441314697 31 2663 NA
"2634" "China" 16 87.25 78 82.9275 119.463081359863 26.0546875 31 2664 NA
"2635" "China" 16 87.25 78 82.9275 119.369728088379 26.0540523529053 31 2665 NA
"2636" "China" 16 87.25 78 82.9275 119.313087463379 26.0625495910645 31 2666 NA
"2637" "China" 16 87.25 78 82.9275 119.232124328613 26.1043930053711 31 2667 NA
"2638" "China" 16 87.25 78 82.9275 119.139457702637 26.1217765808105 31 2668 NA
"2639" "China" 16 87.25 78 82.9275 119.263763427734 25.9748039245605 31 2669 NA
"2640" "China" 16 87.25 78 82.9275 119.332038879395 25.94873046875 31 2670 NA
"2641" "China" 16 87.25 78 82.9275 119.417770385742 25.954345703125 31 2671 NA
"2642" "China" 16 87.25 78 82.9275 119.500877380371 26.0091800689697 31 2672 NA
"2643" "China" 16 87.25 78 82.9275 119.618759155273 26.0035648345947 31 2673 NA
"2644" "China" 16 87.25 78 82.9275 119.648246765137 25.918701171875 31 2674 NA
"2645" "China" 16 87.25 78 82.9275 119.616897583008 25.8228988647461 31 2675 NA
"2646" "China" 16 87.25 78 82.9275 119.552833557129 25.6986827850342 31 2676 NA
"2647" "China" 16 87.25 78 82.9275 119.539459228516 25.5912590026855 31 2677 NA
"2648" "China" 16 87.25 78 82.9275 119.619140625 25.4374523162842 31 2678 NA
"2649" "China" 16 87.25 78 82.9275 119.622459411621 25.3911609649658 31 2679 NA
"2650" "China" 16 87.25 78 82.9275 119.5927734375 25.3680171966553 31 2680 NA
"2651" "China" 16 87.25 78 82.9275 119.499214172363 25.4086418151855 31 2681 NA
"2652" "China" 16 87.25 78 82.9275 119.421775817871 25.4596195220947 31 2682 NA
"2653" "China" 16 87.25 78 82.9275 119.343742370605 25.4462890625 31 2683 NA
"2654" "China" 16 87.25 78 82.9275 119.263076782227 25.468017578125 31 2684 NA
"2655" "China" 16 87.25 78 82.9275 119.180076599121 25.4498062133789 31 2685 NA
"2656" "China" 16 87.25 78 82.9275 119.146286010742 25.414306640625 31 2686 NA
